                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    128,                 1.2433,                 0.6104,                 0.9808,                0.93791,                0.89845,                0.95224,                0.57852,                 1.1089,                0.47217,                0.96421,              0.0050887,              0.0050887,              0.0050887
                    129,                 1.2538,                 0.6184,                 0.9827,                0.94218,                0.89717,                0.95195,                0.57741,                 1.1131,                0.46997,                0.96433,                0.00505,                0.00505,                0.00505
                    130,                 1.2391,                0.60944,                0.97814,                0.93123,                0.90241,                0.95056,                0.57756,                 1.1122,                0.47096,                0.96449,              0.0050113,              0.0050113,              0.0050113
                    131,                 1.2352,                 0.6101,                0.98099,                0.93127,                0.90109,                 0.9516,                0.57935,                 1.1109,                0.46887,                0.96387,              0.0049727,              0.0049727,              0.0049727
                    132,                 1.2497,                0.61298,                0.98048,                0.93237,                0.89999,                0.95277,                0.57997,                 1.1114,                0.46602,                0.96352,               0.004934,               0.004934,               0.004934
                    133,                 1.2524,                0.61166,                0.98341,                0.92593,                0.90675,                0.95232,                0.58023,                 1.1083,                0.46489,                   0.96,              0.0048953,              0.0048953,              0.0048953
                    134,                 1.2395,                0.60826,                0.98116,                0.93603,                0.90209,                0.95131,                0.57943,                 1.1118,                0.46633,                0.96084,              0.0048566,              0.0048566,              0.0048566
                    135,                 1.2544,                 0.6131,                0.99062,                0.93871,                0.90043,                 0.9521,                0.57865,                 1.1111,                0.46637,                0.96274,               0.004818,               0.004818,               0.004818
                    136,                 1.2431,                0.60729,                0.97874,                0.93259,                0.90308,                 0.9538,                0.58059,                 1.1112,                0.46297,                 0.9623,              0.0047793,              0.0047793,              0.0047793
                    137,                 1.2427,                0.61187,                0.97668,                0.93358,                0.89905,                0.95295,                0.57927,                 1.1144,                0.46559,                0.96317,              0.0047406,              0.0047406,              0.0047406
                    138,                  1.236,                0.60601,                0.97611,                0.92901,                0.90604,                0.95307,                0.57899,                 1.1159,                0.46399,                0.96565,               0.004702,               0.004702,               0.004702
                    139,                 1.2404,                0.60458,                0.98001,                0.92941,                0.90729,                0.95296,                0.57952,                   1.11,                0.46437,                0.96327,              0.0046633,              0.0046633,              0.0046633
                    140,                 1.2333,                0.60505,                0.97729,                0.92698,                0.91248,                0.95313,                0.58118,                 1.1083,                0.46299,                 0.9627,              0.0046246,              0.0046246,              0.0046246
                    141,                 1.2281,                0.60349,                0.97754,                0.92472,                0.91263,                0.95293,                 0.5816,                 1.1123,                0.46532,                0.96525,              0.0045859,              0.0045859,              0.0045859
                    142,                 1.2244,                 0.5982,                0.97571,                0.94296,                0.89581,                0.95381,                0.58184,                 1.1085,                0.46324,                0.96403,              0.0045473,              0.0045473,              0.0045473
                    143,                 1.2326,                0.60358,                0.97215,                 0.9323,                0.90208,                0.95386,                0.58361,                 1.1075,                0.46652,                0.96363,              0.0045086,              0.0045086,              0.0045086
                    144,                 1.2256,                0.60166,                0.97567,                 0.9451,                0.89482,                0.95317,                0.58266,                 1.1086,                0.46964,                0.96225,              0.0044699,              0.0044699,              0.0044699
                    145,                 1.2217,                0.59662,                0.97606,                0.94089,                0.90043,                0.95333,                0.58206,                 1.1072,                0.46541,                0.96115,              0.0044313,              0.0044313,              0.0044313
                    146,                 1.2253,                0.60076,                0.97483,                0.94259,                0.89869,                0.95336,                0.58252,                 1.1069,                  0.465,                0.96159,              0.0043926,              0.0043926,              0.0043926
                    147,                  1.223,                0.59588,                0.97696,                0.94101,                0.89936,                0.95338,                0.58235,                 1.1078,                0.46428,                0.96035,              0.0043539,              0.0043539,              0.0043539
                    148,                 1.2249,                0.59957,                0.97573,                0.93968,                0.89881,                  0.954,                0.58255,                 1.1058,                0.45808,                0.96102,              0.0043152,              0.0043152,              0.0043152
                    149,                 1.2242,                0.59971,                0.96907,                 0.9332,                0.90439,                0.95218,                0.58185,                 1.1078,                0.45752,                0.96284,              0.0042766,              0.0042766,              0.0042766
                    150,                 1.2207,                 0.5935,                0.97417,                0.94398,                0.89446,                 0.9523,                  0.583,                 1.1076,                0.45693,                0.96365,              0.0042379,              0.0042379,              0.0042379
                    151,                 1.2166,                0.59009,                0.97264,                0.93945,                0.90175,                0.95292,                0.58288,                 1.1084,                 0.4572,                0.96357,              0.0041992,              0.0041992,              0.0041992
                    152,                 1.2046,                0.58154,                0.97177,                0.93573,                0.90251,                0.95224,                0.58187,                 1.1124,                0.45745,                0.96477,              0.0041605,              0.0041605,              0.0041605
                    153,                   1.22,                0.58759,                0.97233,                0.93572,                 0.9023,                0.95118,                0.58086,                 1.1145,                0.45804,                0.96585,              0.0041219,              0.0041219,              0.0041219
                    154,                 1.2097,                0.58771,                0.96789,                0.93975,                0.90142,                0.95382,                0.58141,                 1.1124,                0.45766,                0.96396,              0.0040832,              0.0040832,              0.0040832
                    155,                 1.2205,                0.58772,                0.97496,                0.94037,                 0.8995,                0.95305,                0.58167,                 1.1118,                0.45735,                0.96287,              0.0040445,              0.0040445,              0.0040445
                    156,                 1.1957,                0.57856,                0.96869,                0.93733,                 0.9001,                0.95297,                0.58159,                 1.1124,                0.45738,                0.96193,              0.0040059,              0.0040059,              0.0040059
                    157,                 1.2166,                0.59145,                0.96883,                0.93509,                0.91194,                0.95508,                0.58295,                 1.1105,                0.45587,                 0.9614,              0.0039672,              0.0039672,              0.0039672
                    158,                 1.1998,                0.57964,                0.97302,                0.93058,                0.91658,                0.95461,                0.58255,                 1.1109,                0.45463,                0.96097,              0.0039285,              0.0039285,              0.0039285
                    159,                 1.1971,                0.57867,                0.96581,                0.93364,                0.90916,                0.95381,                0.58189,                 1.1106,                0.45469,                0.96091,              0.0038898,              0.0038898,              0.0038898
                    160,                 1.2016,                0.58148,                0.97025,                 0.9311,                0.91362,                 0.9548,                0.58218,                 1.1101,                 0.4544,                 0.9605,              0.0038512,              0.0038512,              0.0038512
                    161,                 1.2227,                0.58862,                0.97253,                0.93105,                0.91395,                0.95599,                0.58324,                 1.1099,                0.45331,                0.95944,              0.0038125,              0.0038125,              0.0038125
                    162,                 1.1813,                 0.5735,                0.96211,                0.93294,                0.91284,                0.95501,                0.58353,                 1.1106,                0.45368,                0.95879,              0.0037738,              0.0037738,              0.0037738
                    163,                 1.1936,                0.57989,                0.96316,                0.93729,                0.90768,                0.95438,                0.58316,                 1.1102,                0.45457,                0.95821,              0.0037352,              0.0037352,              0.0037352
                    164,                  1.185,                0.56913,                0.96434,                 0.9356,                0.91016,                0.95481,                0.58329,                 1.1101,                0.45428,                  0.959,              0.0036965,              0.0036965,              0.0036965
                    165,                 1.1967,                 0.5741,                0.96455,                0.93785,                0.90556,                0.95364,                0.58367,                 1.1095,                0.45289,                0.95868,              0.0036578,              0.0036578,              0.0036578
                    166,                 1.1981,                0.57659,                0.96173,                0.93457,                0.91263,                0.95484,                0.58341,                 1.1103,                0.45223,                0.95896,              0.0036191,              0.0036191,              0.0036191
                    167,                 1.1869,                0.57148,                0.96554,                0.93235,                0.91336,                0.95472,                0.58364,                 1.1084,                0.45245,                0.95818,              0.0035805,              0.0035805,              0.0035805
                    168,                 1.1967,                0.57586,                0.96171,                0.92798,                0.91765,                0.95629,                0.58517,                 1.1074,                0.45213,                0.95795,              0.0035418,              0.0035418,              0.0035418
                    169,                 1.1876,                0.57354,                0.95999,                 0.9347,                0.91592,                0.95651,                0.58554,                 1.1057,                0.45083,                0.95708,              0.0035031,              0.0035031,              0.0035031
                    170,                 1.1826,                0.57288,                0.96103,                0.93859,                0.91216,                0.95758,                0.58585,                 1.1047,                0.45087,                0.95627,              0.0034645,              0.0034645,              0.0034645
                    171,                 1.1806,                0.56735,                0.96206,                0.93669,                0.91329,                0.95649,                  0.587,                 1.1033,                0.44963,                0.95545,              0.0034258,              0.0034258,              0.0034258
                    172,                 1.1889,                0.56918,                0.95519,                0.93931,                0.91337,                0.95742,                 0.5871,                 1.1031,                0.44859,                0.95538,              0.0033871,              0.0033871,              0.0033871
                    173,                  1.187,                0.56923,                0.95876,                0.93926,                 0.9127,                 0.9569,                0.58731,                 1.1018,                0.44712,                0.95485,              0.0033484,              0.0033484,              0.0033484
                    174,                 1.1794,                0.56486,                0.95701,                0.94058,                0.91131,                0.95661,                0.58816,                 1.1019,                0.44607,                0.95446,              0.0033098,              0.0033098,              0.0033098
                    175,                 1.1733,                0.56484,                0.96261,                0.94294,                0.90996,                0.95675,                0.58723,                 1.1022,                 0.4461,                0.95468,              0.0032711,              0.0032711,              0.0032711
                    176,                 1.1882,                0.56878,                0.96374,                0.94417,                0.90888,                0.95758,                0.58777,                 1.1023,                0.44552,                0.95467,              0.0032324,              0.0032324,              0.0032324
                    177,                 1.1721,                0.56375,                0.95818,                0.94123,                  0.909,                0.95647,                 0.5873,                 1.1033,                0.44561,                0.95479,              0.0031938,              0.0031938,              0.0031938
                    178,                  1.172,                0.56506,                0.95756,                  0.942,                0.91131,                0.95645,                0.58766,                 1.1026,                0.44573,                0.95414,              0.0031551,              0.0031551,              0.0031551
                    179,                 1.1671,                0.56012,                0.95974,                0.93775,                0.91592,                0.95665,                0.58738,                 1.1037,                0.44591,                0.95501,              0.0031164,              0.0031164,              0.0031164
                    180,                 1.1764,                0.56208,                 0.9602,                0.93623,                0.91658,                0.95614,                0.58796,                 1.1028,                 0.4458,                0.95487,              0.0030777,              0.0030777,              0.0030777
                    181,                 1.1727,                 0.5643,                0.95738,                0.93609,                 0.9176,                0.95725,                0.58768,                 1.1026,                0.44454,                0.95527,              0.0030391,              0.0030391,              0.0030391
                    182,                 1.1669,                0.55875,                 0.9559,                0.93793,                0.91494,                0.95729,                0.58694,                 1.1027,                0.44438,                0.95535,              0.0030004,              0.0030004,              0.0030004
                    183,                 1.1751,                0.56053,                0.95628,                0.94181,                0.91245,                0.95772,                0.58827,                 1.1018,                0.44334,                0.95481,              0.0029617,              0.0029617,              0.0029617
                    184,                 1.1627,                0.55921,                0.95217,                0.94171,                0.91084,                0.95778,                0.58896,                 1.1011,                0.44312,                0.95476,               0.002923,               0.002923,               0.002923
                    185,                 1.1683,                0.55806,                0.95247,                0.94319,                  0.909,                0.95751,                0.58902,                  1.101,                0.44283,                0.95506,              0.0028844,              0.0028844,              0.0028844
                    186,                 1.1586,                0.55201,                0.95528,                0.94483,                0.90903,                 0.9578,                0.58894,                 1.1005,                0.44248,                0.95498,              0.0028457,              0.0028457,              0.0028457
                    187,                 1.1495,                0.54843,                0.94988,                0.94646,                0.90867,                0.95754,                0.58875,                    1.1,                0.44245,                0.95509,               0.002807,               0.002807,               0.002807
                    188,                 1.1594,                0.55188,                0.95222,                0.94367,                0.91136,                0.95888,                0.58922,                 1.0998,                0.44182,                0.95506,              0.0027684,              0.0027684,              0.0027684
                    189,                 1.1495,                0.54828,                0.95159,                0.94435,                0.91296,                0.95865,                0.58936,                 1.0981,                0.44165,                0.95471,              0.0027297,              0.0027297,              0.0027297
                    190,                 1.1651,                0.55784,                0.95045,                0.94122,                0.91336,                0.95936,                0.58901,                 1.0981,                0.44169,                 0.9549,               0.002691,               0.002691,               0.002691
                    191,                 1.1479,                 0.5458,                0.95314,                0.94372,                0.91098,                0.95864,                0.59009,                 1.0978,                0.44077,                0.95502,              0.0026523,              0.0026523,              0.0026523
                    192,                 1.1447,                 0.5469,                 0.9489,                0.93997,                0.91374,                0.95944,                 0.5908,                 1.0973,                0.44001,                 0.9549,              0.0026137,              0.0026137,              0.0026137
                    193,                  1.144,                0.54283,                0.95157,                0.93999,                 0.9141,                0.95987,                0.59077,                 1.0968,                0.44024,                0.95467,               0.002575,               0.002575,               0.002575
                    194,                 1.1405,                0.54647,                0.95007,                 0.9395,                0.91296,                0.95963,                0.59087,                  1.096,                 0.4399,                0.95463,              0.0025363,              0.0025363,              0.0025363
                    195,                 1.1583,                 0.5476,                0.95306,                0.93998,                0.91197,                0.95926,                0.59091,                 1.0958,                0.43952,                0.95483,              0.0024977,              0.0024977,              0.0024977
                    196,                 1.1293,                0.53903,                0.95069,                0.93953,                0.91183,                0.95906,                0.59105,                 1.0951,                0.43925,                0.95428,               0.002459,               0.002459,               0.002459
                    197,                 1.1509,                0.54823,                0.95141,                0.94028,                0.91131,                0.96012,                 0.5913,                  1.095,                0.43912,                0.95404,              0.0024203,              0.0024203,              0.0024203
                    198,                 1.1409,                0.54267,                0.94839,                0.93899,                0.91338,                0.96009,                0.59159,                  1.095,                0.43925,                0.95386,              0.0023816,              0.0023816,              0.0023816
                    199,                 1.1449,                0.54003,                0.94529,                0.93928,                 0.9129,                0.96027,                0.59207,                 1.0946,                0.43833,                0.95362,               0.002343,               0.002343,               0.002343
                    200,                 1.1245,                0.53658,                0.94755,                0.93937,                0.91296,                0.96026,                0.59187,                 1.0954,                0.43872,                0.95367,              0.0023043,              0.0023043,              0.0023043
                    201,                 1.1339,                0.54009,                0.94852,                0.93982,                0.91135,                0.95989,                0.59221,                 1.0957,                0.43832,                0.95386,              0.0022656,              0.0022656,              0.0022656
                    202,                 1.1363,                0.54322,                0.94265,                0.93786,                0.91329,                0.95994,                0.59198,                 1.0953,                0.43832,                0.95363,               0.002227,               0.002227,               0.002227
                    203,                 1.1195,                 0.5291,                0.94046,                0.93757,                0.91362,                0.96004,                0.59173,                 1.0955,                0.43775,                0.95355,              0.0021883,              0.0021883,              0.0021883
                    204,                 1.1198,                0.53501,                0.94563,                0.93679,                 0.9138,                0.96039,                0.59191,                 1.0953,                 0.4372,                0.95339,              0.0021496,              0.0021496,              0.0021496
                    205,                 1.1312,                 0.5331,                0.94611,                0.93831,                0.91329,                0.96066,                0.59204,                  1.095,                0.43696,                0.95321,              0.0021109,              0.0021109,              0.0021109
                    206,                 1.1306,                0.53716,                0.94515,                0.93867,                0.91336,                0.95992,                0.59202,                 1.0952,                0.43693,                0.95311,              0.0020723,              0.0020723,              0.0020723
                    207,                 1.1262,                0.53385,                0.94502,                0.93713,                0.91406,                0.96001,                0.59208,                 1.0951,                0.43738,                0.95313,              0.0020336,              0.0020336,              0.0020336
                    208,                 1.1226,                0.52656,                0.94099,                0.93873,                0.91434,                0.96082,                0.59211,                 1.0955,                0.43733,                0.95317,              0.0019949,              0.0019949,              0.0019949
                    209,                 1.1255,                0.53447,                0.94637,                 0.9381,                0.91592,                0.96105,                0.59199,                 1.0956,                0.43689,                0.95298,              0.0019563,              0.0019563,              0.0019563
                    210,                  1.117,                0.53058,                0.94361,                0.93862,                0.91767,                0.96141,                 0.5925,                 1.0953,                  0.437,                0.95291,              0.0019176,              0.0019176,              0.0019176
                    211,                 1.1289,                0.53181,                0.94239,                0.93945,                 0.9157,                0.96071,                0.59204,                 1.0948,                0.43642,                0.95278,              0.0018789,              0.0018789,              0.0018789
                    212,                 1.1087,                0.52291,                0.93973,                0.93965,                0.91461,                0.96092,                0.59252,                  1.094,                0.43567,                0.95261,              0.0018402,              0.0018402,              0.0018402
                    213,                 1.1366,                 0.5343,                0.94577,                0.94118,                0.91329,                0.96112,                0.59268,                 1.0937,                0.43558,                0.95247,              0.0018016,              0.0018016,              0.0018016
                    214,                 1.1257,                0.52972,                0.94164,                0.94036,                0.91501,                0.96141,                0.59273,                 1.0932,                0.43504,                0.95244,              0.0017629,              0.0017629,              0.0017629
                    215,                 1.1177,                0.52714,                0.94014,                0.93867,                0.91823,                0.96088,                0.59246,                  1.093,                0.43512,                0.95259,              0.0017242,              0.0017242,              0.0017242
                    216,                 1.1089,                0.52446,                0.93999,                0.93844,                 0.9179,                0.96054,                0.59209,                  1.093,                0.43543,                 0.9524,              0.0016855,              0.0016855,              0.0016855
                    217,                 1.0993,                0.51687,                0.93899,                0.93796,                0.91856,                0.96081,                0.59282,                 1.0925,                0.43564,                 0.9523,              0.0016469,              0.0016469,              0.0016469
                    218,                 1.1017,                0.51929,                0.93643,                0.93667,                0.91922,                0.96115,                0.59283,                 1.0921,                0.43545,                0.95215,              0.0016082,              0.0016082,              0.0016082
                    219,                 1.1009,                0.51933,                0.93521,                0.93626,                0.92017,                0.96111,                0.59294,                  1.092,                0.43526,                  0.952,              0.0015695,              0.0015695,              0.0015695
                    220,                 1.1086,                0.52331,                 0.9401,                0.93648,                0.92021,                 0.9612,                0.59249,                 1.0921,                0.43493,                0.95198,              0.0015309,              0.0015309,              0.0015309
                    221,                 1.1113,                0.52259,                0.94031,                0.93541,                0.91922,                  0.961,                0.59276,                 1.0919,                0.43463,                0.95183,              0.0014922,              0.0014922,              0.0014922
                    222,                 1.1064,                0.52088,                 0.9413,                0.93638,                0.92021,                0.96108,                0.59338,                 1.0917,                0.43447,                0.95165,              0.0014535,              0.0014535,              0.0014535
                    223,                 1.1064,                0.52286,                0.93271,                0.93748,                0.91964,                0.96086,                0.59396,                 1.0911,                 0.4334,                 0.9514,              0.0014148,              0.0014148,              0.0014148
                    224,                 1.1035,                0.51588,                0.93486,                 0.9362,                0.92021,                0.96129,                0.59448,                 1.0909,                0.43331,                0.95123,              0.0013762,              0.0013762,              0.0013762
                    225,                 1.0903,                0.51304,                 0.9339,                0.93577,                 0.9223,                0.96226,                0.59436,                 1.0912,                0.43362,                0.95131,              0.0013375,              0.0013375,              0.0013375
                    226,                 1.0923,                0.51873,                0.93656,                0.93545,                0.92223,                0.96168,                 0.5939,                 1.0908,                0.43315,                0.95127,              0.0012988,              0.0012988,              0.0012988
                    227,                 1.0911,                0.51652,                 0.9328,                0.93592,                0.91984,                0.96117,                0.59395,                 1.0906,                0.43387,                0.95127,              0.0012602,              0.0012602,              0.0012602
                    228,                 1.0853,                0.50802,                0.92871,                0.93562,                0.91955,                0.96095,                0.59436,                 1.0906,                0.43283,                0.95134,              0.0012215,              0.0012215,              0.0012215
                    229,                  1.098,                0.51384,                0.93346,                 0.9357,                 0.9212,                0.96119,                0.59476,                 1.0908,                0.43221,                0.95147,              0.0011828,              0.0011828,              0.0011828
                    230,                 1.0823,                 0.5079,                0.93148,                0.93628,                0.92049,                0.96116,                 0.5949,                 1.0901,                0.43183,                 0.9514,              0.0011441,              0.0011441,              0.0011441
                    231,                 1.0739,                0.50603,                0.93161,                0.93566,                0.92065,                0.96157,                0.59468,                 1.0903,                0.43131,                0.95139,              0.0011055,              0.0011055,              0.0011055
                    232,                 1.0769,                0.50522,                0.92737,                0.93651,                0.92021,                0.96108,                0.59453,                   1.09,                0.43154,                0.95137,              0.0010668,              0.0010668,              0.0010668
                    233,                 1.0787,                0.50585,                0.93082,                0.93763,                0.92021,                0.96096,                0.59475,                   1.09,                0.43151,                0.95126,              0.0010281,              0.0010281,              0.0010281
                    234,                 1.0865,                0.50663,                0.93221,                0.93541,                0.92087,                0.96125,                0.59471,                   1.09,                0.43168,                 0.9512,             0.00098945,             0.00098945,             0.00098945
                    235,                 1.0711,                0.50411,                0.93191,                 0.9357,                0.92126,                0.96125,                0.59437,                 1.0895,                0.43165,                0.95099,             0.00095078,             0.00095078,             0.00095078
                    236,                 1.0844,                0.51308,                 0.9284,                0.93747,                0.91922,                0.96124,                0.59463,                 1.0896,                0.43184,                0.95103,             0.00091211,             0.00091211,             0.00091211
                    237,                 1.0861,                0.50462,                0.93293,                0.93579,                0.92252,                0.96155,                0.59464,                 1.0896,                0.43152,                0.95096,             0.00087344,             0.00087344,             0.00087344
                    238,                 1.0762,                0.50493,                0.92882,                0.93616,                0.92351,                0.96162,                0.59523,                 1.0895,                0.43142,                0.95092,             0.00083477,             0.00083477,             0.00083477
                    239,                 1.0846,                0.50578,                0.93269,                0.93523,                0.92351,                0.96159,                0.59537,                 1.0895,                0.43153,                  0.951,             0.00079609,             0.00079609,             0.00079609
                    240,                 1.0801,                0.50757,                 0.9318,                 0.9355,                0.92296,                0.96167,                0.59524,                 1.0894,                0.43149,                0.95095,             0.00075742,             0.00075742,             0.00075742
                    241,                 1.0747,                0.50328,                0.93204,                0.93677,                0.92328,                0.96165,                0.59553,                  1.089,                0.43076,                0.95095,             0.00071875,             0.00071875,             0.00071875
                    242,                  1.063,                0.49701,                0.92379,                0.93786,                0.92219,                0.96164,                0.59578,                 1.0888,                0.43076,                0.95081,             0.00068008,             0.00068008,             0.00068008
                    243,                 1.0503,                0.49149,                0.92639,                0.93726,                0.92351,                0.96179,                0.59574,                 1.0888,                0.43062,                0.95076,             0.00064141,             0.00064141,             0.00064141
                    244,                  1.057,                0.49355,                0.92383,                0.93794,                0.92351,                0.96187,                0.59555,                 1.0883,                0.43062,                0.95074,             0.00060273,             0.00060273,             0.00060273
                    245,                 1.0542,                0.49258,                0.92495,                0.93726,                0.92351,                0.96196,                0.59512,                 1.0881,                0.43022,                 0.9508,             0.00056406,             0.00056406,             0.00056406
                    246,                 1.0628,                0.49596,                0.92699,                0.93813,                0.92318,                0.96216,                0.59515,                 1.0881,                0.43057,                0.95087,             0.00052539,             0.00052539,             0.00052539
                    247,                 1.0577,                0.47722,                0.92754,                0.93801,                0.92289,                0.96221,                0.59456,                 1.0882,                0.43087,                 0.9511,             0.00048672,             0.00048672,             0.00048672
                    248,                 1.0465,                0.46648,                0.92271,                0.93905,                 0.9194,                0.96206,                0.59487,                 1.0881,                0.43115,                0.95117,             0.00044805,             0.00044805,             0.00044805
                    249,                 1.0538,                0.47065,                0.92759,                 0.9383,                 0.9225,                0.96202,                0.59465,                 1.0884,                0.43103,                0.95124,             0.00040938,             0.00040938,             0.00040938
                    250,                 1.0367,                 0.4651,                0.92241,                0.93897,                0.91889,                0.96174,                0.59428,                 1.0884,                0.43133,                0.95128,              0.0003707,              0.0003707,              0.0003707
                    251,                  1.031,                0.46385,                0.92388,                0.93824,                0.91823,                 0.9614,                0.59459,                 1.0882,                0.43112,                0.95139,             0.00033203,             0.00033203,             0.00033203
                    252,                  1.035,                0.46563,                0.92208,                0.93843,                0.91964,                 0.9617,                0.59484,                 1.0885,                0.43109,                0.95148,             0.00029336,             0.00029336,             0.00029336
                    253,                 1.0276,                0.46076,                0.91952,                0.93816,                 0.9203,                0.96146,                0.59466,                 1.0887,                0.43123,                0.95153,             0.00025469,             0.00025469,             0.00025469
                    254,                 1.0265,                0.45905,                 0.9209,                0.93797,                0.91988,                0.96129,                0.59466,                 1.0887,                0.43156,                0.95157,             0.00021602,             0.00021602,             0.00021602
                    255,                 1.0189,                0.45588,                0.91759,                0.93872,                0.91929,                0.96155,                0.59483,                 1.0889,                0.43195,                0.95157,             0.00017734,             0.00017734,             0.00017734
                    256,                 1.0321,                0.46255,                0.92041,                0.93868,                0.91863,                0.96153,                0.59456,                 1.0889,                0.43212,                0.95162,             0.00013867,             0.00013867,             0.00013867
